Recipe A,Recipe B,Similarity Score
Simple Manifest - Book,Image and Canvas with Differing Dimensions,0.2990386686451294
Simple Manifest - Book,Support Deep Viewing with Basic Use of a IIIF Image Service,0.4342524786477221
Simple Manifest - Book,Internationalization and Multi-language Values,0.22858266280968212
Simple Manifest - Book,Embedding HTML in descriptive properties,0.2597637442262045
Simple Manifest - Book,Rights statement,0.26807876705822514
Simple Manifest - Book,Viewing direction and Its Effect on Navigation,0.4472704000300483
Simple Manifest - Book,"Book 'behavior' Variations (continuous, individuals)",0.487281706801904
Simple Manifest - Book,Load a Preview Image Before the Main Content,0.2254676376078376
Simple Manifest - Book,Audio Presentation with Accompanying Image,0.27424310903417726
Simple Manifest - Book,Begin playback at a specific point - Time-based media,0.19293377014550284
Simple Manifest - Book,Providing Access to Transcript Files of A/V Content,0.21464453742732767
Simple Manifest - Book,HTML in Annotations,0.2720851503401876
Simple Manifest - Book,Simple Annotation — Tagging,0.32647149061970976
Simple Manifest - Book,Table of Contents for Book Chapters,0.48694508978271017
Simple Manifest - Book,Table of Contents for A/V Content,0.21766180201702673
Simple Manifest - Book,Metadata on any Resource,0.2340173945025029
Simple Manifest - Book,Multi-volume Work with Individually-bound Volumes,0.15936838802152706
Simple Manifest - Book,Multiple Volumes in a Single Bound Volume,0.2894205793408112
Simple Manifest - Book,Simple Collection,0.21414916620717683
Simple Manifest - Book,Providing Alternative Representations,0.3771183409371379
Simple Manifest - Book,Linking to Web Page of an Object,0.3169466357844159
Simple Manifest - Book,Linking to Structured Metadata,0.38140738497106497
Simple Manifest - Book,Table of Contents for Multiple A/V Files on a Single Canvas,0.22974584259446004
Simple Manifest - Book,Table of Contents for Multiple A/V Files on Multiple Canvases,0.217901286480432
Simple Manifest - Book,Basic Newspaper,0.19837827942307312
Simple Manifest - Book,Using Caption and Subtitle Files in Multiple Languages with Video Content,0.20466997429784597
Simple Manifest - Book,Image Thumbnail for Manifest,0.3296232777550387
Simple Manifest - Book,Displaying Multiple Values with Language Maps,0.22568169817741626
Simple Manifest - Book,Represent Canvas Fragment as a Geographic Area in a Web Mapping Client,0.23526716155331942
Simple Manifest - Book,Locate a Manifest on a Web Map,0.2673791847125683
Simple Manifest - Book,Load Manifest Beginning with a Specific Canvas,0.4833333237220933
Simple Manifest - Book,Using Caption and Subtitle Files with Video Content,0.20701767248055605
Simple Manifest - Book,Navigation by Chronology,0.16191955349869724
Simple Manifest - Book,Acknowledge Content Contributors,0.23989576301199794
Simple Manifest - Book,Locate Multiple Canvases on a Web Map,0.261248361780787
Simple Manifest - Book,Annotation with a Non-Rectangular Polygon (Updated),0.17689341590814503
Simple Manifest - Book,Simplest Annotation,0.3717291618984709
Simple Manifest - Book,Embedded or referenced Annotations,0.1848136313820556
Simple Manifest - Book,Missing Images in a Sequence,0.3680043619144831
Simple Manifest - Book,Addressing a Spatial Region,0.31375634126954655
Simple Manifest - Book,Image in Annotations,0.38314930479888915
Viewing direction and Its Effect on Navigation,Simplest Manifest - Single Image File,0.25980138797725494
Viewing direction and Its Effect on Navigation,Simplest Manifest - Audio,0.16205243331233882
Viewing direction and Its Effect on Navigation,Simplest Manifest - Video,0.1860417097859337
Viewing direction and Its Effect on Navigation,Image and Canvas with Differing Dimensions,0.23180508822448403
Viewing direction and Its Effect on Navigation,Support Deep Viewing with Basic Use of a IIIF Image Service,0.3368950464895267
Viewing direction and Its Effect on Navigation,Internationalization and Multi-language Values,0.17946354289182917
Viewing direction and Its Effect on Navigation,Embedding HTML in descriptive properties,0.20189166869001138
Viewing direction and Its Effect on Navigation,Rights statement,0.2073721496516412
Viewing direction and Its Effect on Navigation,Simple Manifest - Book,0.4472704000300483
Viewing direction and Its Effect on Navigation,"Book 'behavior' Variations (continuous, individuals)",0.3683019770426431
Viewing direction and Its Effect on Navigation,Load a Preview Image Before the Main Content,0.17431142554676265
Viewing direction and Its Effect on Navigation,Audio Presentation with Accompanying Image,0.212336497827683
Viewing direction and Its Effect on Navigation,Begin playback at a specific point - Time-based media,0.14994017843557297
Viewing direction and Its Effect on Navigation,Providing Access to Transcript Files of A/V Content,0.16581724566280054
Viewing direction and Its Effect on Navigation,HTML in Annotations,0.21333775197344382
Viewing direction and Its Effect on Navigation,Simple Annotation — Tagging,0.25167109545589994
Viewing direction and Its Effect on Navigation,Table of Contents for Book Chapters,0.3755434344265231
Viewing direction and Its Effect on Navigation,Table of Contents for A/V Content,0.1685143322789685
Viewing direction and Its Effect on Navigation,Metadata on any Resource,0.19751093341583983
Viewing direction and Its Effect on Navigation,Multi-volume Work with Individually-bound Volumes,0.12093961238706795
Viewing direction and Its Effect on Navigation,Multiple Volumes in a Single Bound Volume,0.22328848119211556
Viewing direction and Its Effect on Navigation,Simple Collection,0.1634312792397833
Viewing direction and Its Effect on Navigation,Providing Alternative Representations,0.362226358738234
Viewing direction and Its Effect on Navigation,Linking to Web Page of an Object,0.24552283134810032
Viewing direction and Its Effect on Navigation,Linking to Structured Metadata,0.3668875638081903
Viewing direction and Its Effect on Navigation,Table of Contents for Multiple A/V Files on a Single Canvas,0.17800981725607432
Viewing direction and Its Effect on Navigation,Table of Contents for Multiple A/V Files on Multiple Canvases,0.16891239191001348
Viewing direction and Its Effect on Navigation,Basic Newspaper,0.15292602615958786
Viewing direction and Its Effect on Navigation,Using Caption and Subtitle Files in Multiple Languages with Video Content,0.158042457001892
Viewing direction and Its Effect on Navigation,Image Thumbnail for Manifest,0.34207352157999427
Viewing direction and Its Effect on Navigation,Displaying Multiple Values with Language Maps,0.17909288989209096
Viewing direction and Its Effect on Navigation,Represent Canvas Fragment as a Geographic Area in a Web Mapping Client,0.1853831536031786
Viewing direction and Its Effect on Navigation,Locate a Manifest on a Web Map,0.20750294764833152
Viewing direction and Its Effect on Navigation,Load Manifest Beginning with a Specific Canvas,0.2988704333790679
Viewing direction and Its Effect on Navigation,Using Caption and Subtitle Files with Video Content,0.15950589372413204
Viewing direction and Its Effect on Navigation,Navigation by Chronology,0.1298480879937424
Viewing direction and Its Effect on Navigation,Acknowledge Content Contributors,0.23562469680282147
Viewing direction and Its Effect on Navigation,Locate Multiple Canvases on a Web Map,0.20623170918788286
Viewing direction and Its Effect on Navigation,Annotation with a Non-Rectangular Polygon (Updated),0.13636744400558587
Viewing direction and Its Effect on Navigation,Simplest Annotation,0.2875520283038469
Viewing direction and Its Effect on Navigation,Embedded or referenced Annotations,0.14266916730136697
Viewing direction and Its Effect on Navigation,Missing Images in a Sequence,0.2836502644550137
Viewing direction and Its Effect on Navigation,Addressing a Spatial Region,0.24161245723569683
Viewing direction and Its Effect on Navigation,Image in Annotations,0.3008392540651136
"Book 'behavior' Variations (continuous, individuals)",Simplest Manifest - Single Image File,0.2834504425893597
"Book 'behavior' Variations (continuous, individuals)",Simplest Manifest - Audio,0.18012537073554077
"Book 'behavior' Variations (continuous, individuals)",Simplest Manifest - Video,0.20670782329084939
"Book 'behavior' Variations (continuous, individuals)",Image and Canvas with Differing Dimensions,0.2507290791817567
"Book 'behavior' Variations (continuous, individuals)",Support Deep Viewing with Basic Use of a IIIF Image Service,0.36566822334457677
"Book 'behavior' Variations (continuous, individuals)",Internationalization and Multi-language Values,0.19177238372612285
"Book 'behavior' Variations (continuous, individuals)",Embedding HTML in descriptive properties,0.21854530668770508
"Book 'behavior' Variations (continuous, individuals)",Rights statement,0.22463895767189956
"Book 'behavior' Variations (continuous, individuals)",Simple Manifest - Book,0.487281706801904
"Book 'behavior' Variations (continuous, individuals)",Viewing direction and Its Effect on Navigation,0.3683019770426431
"Book 'behavior' Variations (continuous, individuals)",Load a Preview Image Before the Main Content,0.19319457855467068
"Book 'behavior' Variations (continuous, individuals)",Audio Presentation with Accompanying Image,0.23121154150942652
"Book 'behavior' Variations (continuous, individuals)",Begin playback at a specific point - Time-based media,0.1648814338796726
"Book 'behavior' Variations (continuous, individuals)",Providing Access to Transcript Files of A/V Content,0.18279039150430773
"Book 'behavior' Variations (continuous, individuals)",HTML in Annotations,0.23289630348985266
"Book 'behavior' Variations (continuous, individuals)",Simple Annotation — Tagging,0.2725662815503356
"Book 'behavior' Variations (continuous, individuals)",Table of Contents for Book Chapters,0.430570312179567
"Book 'behavior' Variations (continuous, individuals)",Table of Contents for A/V Content,0.18666865624086354
"Book 'behavior' Variations (continuous, individuals)",Metadata on any Resource,0.19489729468850486
"Book 'behavior' Variations (continuous, individuals)",Multi-volume Work with Individually-bound Volumes,0.17914847624210684
"Book 'behavior' Variations (continuous, individuals)",Multiple Volumes in a Single Bound Volume,0.23901803393774534
"Book 'behavior' Variations (continuous, individuals)",Simple Collection,0.1804822855122574
"Book 'behavior' Variations (continuous, individuals)",Providing Alternative Representations,0.3115386660739693
"Book 'behavior' Variations (continuous, individuals)",Linking to Web Page of an Object,0.2692381861219696
"Book 'behavior' Variations (continuous, individuals)",Linking to Structured Metadata,0.3151000418201292
"Book 'behavior' Variations (continuous, individuals)",Table of Contents for Multiple A/V Files on a Single Canvas,0.19667008869029223
"Book 'behavior' Variations (continuous, individuals)",Table of Contents for Multiple A/V Files on Multiple Canvases,0.1864879738097044
"Book 'behavior' Variations (continuous, individuals)",Basic Newspaper,0.1681372935270582
